"category","subj","age","ideal_age","condition","gender"
"aeronauticalengineer","55595b70fdf99b387ae30d2b",50.27,50.4,"Control","Male"
"aeronauticalengineer","55900dcffdf99b3f7aada3f5",41.82,42.49,"Control","Not Sure"
"aeronauticalengineer","57210674951c9b0011d3eaaa",32.71,27.08,"Control","Not Sure"
"aeronauticalengineer","5843241166ef8c00018955fd",39.95,40.35,"Control","Male"
"aeronauticalengineer","59baa339ab8d830001fe56f5",40.08,40.08,"Control","Male"
"aeronauticalengineer","5a9a6f5f35237b000112920f",34.05,34.18,"Control","Not Sure"
"aeronauticalengineer","5aaae8c215253500012c5997",35.39,37.27,"Control","Male"
"aeronauticalengineer","5b75b2ebc5e14d00013669fc",47.72,39.41,"Control","Not Sure"
"aeronauticalengineer","5bcf9a4765502300013b74a6",40.75,44.77,"Control","Male"
"aeronauticalengineer","5c144c641f6f1500014950e5",46.25,43.43,"Control","Male"
"aeronauticalengineer","5c28feff5ffcb7000128a541",39.68,39.14,"Control","Male"
"aeronauticalengineer","5c2db72a8a20f50001e9e9a5",42.23,36.65,"Control","Not Sure"
"aeronauticalengineer","5c4783b51d1ad90001228d05",50.13,54.29,"Control","Not Sure"
"aeronauticalengineer","5cb788bf7f88600001242d9d",50.13,54.69,"Control","Male"
"aeronauticalengineer","5d1555fe628de0001966c2fa",35.12,28.28,"Control","Male"
"aeronauticalengineer","5d16badb7b0154001a282fdb",50.4,50,"Control","Male"
"aeronauticalengineer","5d1ba5653788ac0019ced548",44.91,47.05,"Control","Not Sure"
"aeronauticalengineer","5d1beb9c9e033e0017a725dc",34.99,38.07,"Control","Male"
"aeronauticalengineer","5d423e1ef1006e00016a95e1",44.64,42.36,"Control","Male"
"aeronauticalengineer","5d8a1d20d1afcb0019d7390b",38.34,35.39,"Control","Male"
"aeronauticalengineer","5dcfcf3b070fdc0d5fd1952c",45.31,30.16,"Control","Male"
"aeronauticalengineer","5dd32432e0b21b3472c20ebe",34.32,48.79,"Control","Male"
"aeronauticalengineer","5dd43df7e0b21b434418ae6c",32.31,34.18,"Control","Male"
"aeronauticalengineer","5ddcd77f23f9f1c2c45d6c18",42.09,35.25,"Control","Male"
"aeronauticalengineer","5df80710e297d55a34ee39f0",44.24,39.68,"Control","Male"
"aeronauticalengineer","5eb81d360943fe74d6aba62b",34.32,45.44,"Control","Male"
"aeronauticalengineer","5ecc6fb87c7c7646490f3cf8",45.84,43.03,"Control","Male"
"aeronauticalengineer","5eeab6216c7dc71dd2dae2ef",44.24,38.07,"Control","Male"
"aeronauticalengineer","5eebc46343ee1b16159a1c8e",32.17,33.24,"Control","Male"
"aeronauticalengineer","5eed1bae9e63ac127ac15a77",37.8,35.12,"Control","Not Sure"
"aeronauticalengineer","5f2993920dddf60b87611e5c",36.06,37.27,"Control","Not Sure"
"aeronauticalengineer","5f7654f879a4420e6d20971b",38.2,35.66,"Control","Male"
"aeronauticalengineer","5f7d026c6fd2421d2dc1af04",36.46,31.9,"Control","Male"
"aeronauticalengineer","5fe0d610dd8cf1a331961cbe",45.71,40.75,"Control","Male"
"aeronauticalengineer","5fe146b36a3657bd99f9c179",38.2,35.25,"Control","Male"
"aeronauticalengineer","607c9f94cc974d4ea1dc22c8",45.98,35.52,"Control","Not Sure"
"aeronauticalengineer","607e3f2b4e935b3bd8c828b8",41.02,35.66,"Control","Male"
"aeronauticalengineer","60870dd7e185006f4bc26266",35.39,37.8,"Control","Male"
"aeronauticalengineer","60d3aa9722bb0097de874bc6",31.23,31.1,"Control","Male"
"aeronauticalengineer","60da00bc6e404d9b0a9f576f",38.34,40.08,"Control","Male"
"aeronauticalengineer","60e45acbc927879ccc9637c4",35.39,47.32,"Control","Male"
"aeronauticalengineer","60f8adb9a315f316c3aee425",40.75,40.35,"Control","Male"
"aeronauticalengineer","60fb383e30537b88f361934e",37.4,36.33,"Control","Male"
"aeronauticalengineer","60fccfd7f6641e2f828fddc3",50.8,43.57,"Control","Male"
"aeronauticalengineer","60fcee3336ac6ea26b64e61e",48.92,28.31,"Control","Male"
"aeronauticalengineer","6108d6efa698e3dbe3b313d3",27.61,38.61,"Control","Male"
"aeronauticalengineer","611158600361b86e45f99bd5",36.19,35.66,"Control","Male"
"aeronauticalengineer","61172bdbb798bf0671969848",50.8,45.58,"Control","Male"
"aeronauticalengineer","61292ee5ddbd833a37efea36",44.77,47.05,"Control","Not Sure"
"aeronauticalengineer","612b86da38f96808af7bb1da",36.86,37.94,"Control","Male"
"aeronauticalengineer","6143af8721d1445864c4f6c8",53.75,52.28,"Control","Male"
"aeronauticalengineer","6151c93f62e26ed6871a5fbd",46.65,41.82,"Control","Male"
"aeronauticalengineer","615e420a23219efe3427a367",58.58,55.23,"Control","Male"
"aeronauticalengineer","6237ca974050879378c8fea8",37.54,35.21,"Control","Male"
"aeronauticalengineer","6288c55999c075200b4bfc41",34.32,26.14,"Control","Male"
"aeronauticalengineer","6295446d54e178eeb22d82bb",34.45,33.51,"Control","Not Sure"
"aeronauticalengineer","62bdfe451d380bec13a4a864",37,33.24,"Control","Male"
"aeronauticalengineer","62d6e24cf74647ef51a16300",45.71,35.25,"Control","Male"
"aeronauticalengineer","62fb59166b94e6240417f7c7",41.68,21.81,"Control","Male"
"aeronauticalengineer","631ff899c56260cb62016bca",50.67,30.29,"Control","Male"
"aeronauticalengineer","633c95452b85b5d479a1487b",45.04,37.8,"Control","Male"
"aeronauticalengineer","633f6d8b53e5f194a6f73724",48.93,48.12,"Control","Male"
"aeronauticalengineer","634865f77fe29563ec6f621c",36.6,37.8,"Control","Male"
"aeronauticalengineer","6365437b0637981c7666125b",30.97,27.56,"Control","Male"
"aeronauticalengineer","6376916db0ae9a57d377d0d2",40.84,45.98,"Control","Male"
"aeronauticalengineer","637ce608b8f8f923bf784d84",51.47,46.92,"Control","Male"
"aeronauticalengineer","63a61fb6d5fc263974567550",40.08,38.07,"Control","Not Sure"
"aeronauticalengineer","63d1401242635aaffe867c4c",35.79,30.83,"Control","Male"
"aeronauticalengineer","63d79c3ca0d0c4b632fdc42f",41.42,37.53,"Control","Male"
"aeronauticalengineer","63e5517cd738b83025348a43",40.3,40.03,"Control","Not Sure"
"aeronauticalengineer","63f77fef0855adb7fa65873d",43.97,42.9,"Control","Male"
"aeronauticalengineer","63f93660b863689518fb98d8",39.54,40.88,"Control","Male"
"aeronauticalengineer","63ff612a5b78c13aa28fa88c",46.25,44.37,"Control","Male"
"aeronauticalengineer","64012a2623351894f2917605",34.85,37,"Control","Male"
"aeronauticalengineer","6413ed6a23881edc2e190e15",45.04,47.45,"Control","Male"
"aeronauticalengineer","642b00a2650a286366bd62fb",42.09,41.82,"Control","Male"
"aeronauticalengineer","64499fee96893c7a3ec6b883",40.48,30.7,"Control","Male"
"aeronauticalengineer","64509bfcd8d8b7e61f801e95",35.79,45.31,"Control","Male"
"aeronauticalengineer","6455616c0fe23ecca70ce1b9",40.21,40.35,"Control","Not Sure"
"aeronauticalengineer","64611527e772cd2f9932aeab",49.2,30.43,"Control","Male"
"aeronauticalengineer","64a5e28179aa71f8f7d29e69",38.61,38.2,"Control","Not Sure"
"aeronauticalengineer","64b74fc78ad5beabe87e901f",43.7,55.76,"Control","Male"
"aeronauticalengineer","65218b754dddc1ca107dd9c2",46.11,46.38,"Control","Male"
"aeronauticalengineer","652d7b1e3b3bbcbeecac8e1b",45.04,45.98,"Control","Male"
"aeronauticalengineer","65469016298a36a49750973b",45.17,40.62,"Control","Male"
"aeronauticalengineer","6547f36b7bb2387e73c654da",48.26,37,"Control","Female"
"aeronauticalengineer","654918baca0c382f1b8d2dff",35.12,33.38,"Control","Male"
"aeronauticalengineer","654cf2890d1e300ca4a19756",46.38,49.2,"Control","Male"
"aeronauticalengineer","6559147a65618b0217721344",33.11,28.15,"Control","Male"
"aeronauticalengineer","655f8d2df493e4fdde1d36d7",33.11,37.53,"Control","Male"
"aeronauticalengineer","655ffefb7419ddfad7b18637",34.05,31.1,"Control","Male"
"aeronauticalengineer","6563a272b93a2dea956efacf",38.34,48.93,"Control","Not Sure"
"aeronauticalengineer","65707e9db593e1e6c2e7b416",45.44,46.11,"Control","Male"
"aeronauticalengineer","657228e3073464323075c94b",44.91,35.25,"Control","Male"
"aeronauticalengineer","65850fb49b707b99eecaf2f7",50.27,51.74,"Control","Male"
"appliedscientist","55595b70fdf99b387ae30d2b",50.54,47.32,"Control","Male"
"appliedscientist","57210674951c9b0011d3eaaa",30.56,35.39,"Control","Not Sure"
"appliedscientist","593444cd7f60d200011e5798",37,43.43,"Control","Male"
"appliedscientist","594936ad4152bf0001bfd5cd",35.12,35.25,"Control","Not Sure"
"appliedscientist","5a9a6f5f35237b000112920f",29.89,30.03,"Control","Not Sure"
"appliedscientist","5bde6c564842880001308324",45.04,45.04,"Control","Not Sure"
"appliedscientist","5bf1f1cd7c3874000169ea98",35.39,30.29,"Control","Not Sure"
"appliedscientist","5c144c641f6f1500014950e5",54.42,47.05,"Control","Male"
"appliedscientist","5c4783b51d1ad90001228d05",50.13,40.21,"Control","Not Sure"
"appliedscientist","5cbb78d664170f00011d7c4f",52.68,55.5,"Control","Not Sure"
"appliedscientist","5d16badb7b0154001a282fdb",50,50,"Control","Not Sure"
"appliedscientist","5d364d763b2ced001947f6e7",29.09,32.17,"Control","Female"
"appliedscientist","5d423e1ef1006e00016a95e1",40.75,41.96,"Control","Male"
"appliedscientist","5d8a1d20d1afcb0019d7390b",38.34,32.98,"Control","Not Sure"
"appliedscientist","5e27da821160079f92322edc",37.8,31.23,"Control","Male"
"appliedscientist","5e378948cd9d1670b2b86a51",32.84,32.04,"Control","Male"
"appliedscientist","5e6387b1b7d70b10675e3a26",35.66,38.07,"Control","Male"
"appliedscientist","5ea72b8aedd4c90da065607c",50,51.21,"Control","Female"
"appliedscientist","5eaad5dcc2e64603e5122442",49.87,49.87,"Control","Male"
"appliedscientist","5eebc46343ee1b16159a1c8e",34.85,34.99,"Control","Not Sure"
"appliedscientist","5efca939634adc0710e3ecab",40.48,41.02,"Control","Not Sure"
"appliedscientist","5f1dea279f4818757f07f087",43.3,44.5,"Control","Male"
"appliedscientist","5f456942485340144549178e",35.39,33.38,"Control","Male"
"appliedscientist","5f46d1cd3a1ae90a1c8b199b",40.48,40.48,"Control","Not Sure"
"appliedscientist","5f46dae84739660badc271ba",45.58,40.62,"Control","Female"
"appliedscientist","5fc3442312bc5917b8341963",42.09,41.29,"Control","Not Sure"
"appliedscientist","5fe0d610dd8cf1a331961cbe",45.44,41.29,"Control","Not Sure"
"appliedscientist","5fee0c90eb52700cd9752702",52.95,54.56,"Control","Male"
"appliedscientist","600b1e5b4b8e65070c5121aa",32.84,27.21,"Control","Male"
"appliedscientist","6025b3681ff1521a3369dffe",61.13,60.46,"Control","Not Sure"
"appliedscientist","604075b84fd86b284480eaa9",57.64,50.27,"Control","Female"
"appliedscientist","607c9f94cc974d4ea1dc22c8",35.25,38.61,"Control","Female"
"appliedscientist","607e3f2b4e935b3bd8c828b8",45.17,26.14,"Control","Male"
"appliedscientist","60b9af795939f976cb74232a",35.25,42.76,"Control","Male"
"appliedscientist","60e45acbc927879ccc9637c4",40.21,35.12,"Control","Not Sure"
"appliedscientist","60f8adb9a315f316c3aee425",38.87,40.08,"Control","Male"
"appliedscientist","60fccfd7f6641e2f828fddc3",39.28,41.69,"Control","Male"
"appliedscientist","60fcee3336ac6ea26b64e61e",45.38,44.62,"Control","Male"
"appliedscientist","60fed192ae37691d25db0d6d",48.66,46.11,"Control","Male"
"appliedscientist","6100c5d60d01f51b556dbb1d",46.65,39.28,"Control","Not Sure"
"appliedscientist","61030c1832cdefc11c8988f6",42.36,42.49,"Control","Not Sure"
"appliedscientist","61292ee5ddbd833a37efea36",45.17,42.9,"Control","Not Sure"
"appliedscientist","6143af8721d1445864c4f6c8",29.89,30.03,"Control","Not Sure"
"appliedscientist","615e420a23219efe3427a367",40.75,39.81,"Control","Male"
"appliedscientist","62740cf8e39eba1055ef571b",45.17,45.17,"Control","Not Sure"
"appliedscientist","627abdafed7edf12faf2e852",38.46,40.43,"Control","Not Sure"
"appliedscientist","631fc3e54c3c0515402fdd17",32.17,31.9,"Control","Male"
"appliedscientist","631ff899c56260cb62016bca",31.1,21.72,"Control","Not Sure"
"appliedscientist","63221d55274aef20b4f533b6",27.08,28.55,"Control","Male"
"appliedscientist","6365437b0637981c7666125b",27.61,27.21,"Control","Female"
"appliedscientist","637ce608b8f8f923bf784d84",44.5,45.17,"Control","Female"
"appliedscientist","63a61fb6d5fc263974567550",33.78,35.25,"Control","Male"
"appliedscientist","63ae2788c3e5ec6d1cfcad16",43.43,26.01,"Control","Male"
"appliedscientist","63c0edcf55f30af721c6df32",51.36,48.34,"Control","Not Sure"
"appliedscientist","63d1401242635aaffe867c4c",35.52,35.39,"Control","Male"
"appliedscientist","63d485aaf47a463859d6c9c0",35.92,35.39,"Control","Not Sure"
"appliedscientist","63d79678fb8c1b9072646c0a",33.38,36.46,"Control","Male"
"appliedscientist","63d8a1cde53559645dfba881",45.58,40.75,"Control","Male"
"appliedscientist","63ead665638c8546d8c3a962",40.62,39.01,"Control","Male"
"appliedscientist","63f77fef0855adb7fa65873d",30.16,30.7,"Control","Male"
"appliedscientist","63f78bb7206ef665475132f8",50.67,41.29,"Control","Female"
"appliedscientist","63f8aeb6c9098e0ef3bf3553",46.92,53.49,"Control","Male"
"appliedscientist","63ffa069a21e70a5bc237eec",40.08,35.79,"Control","Female"
"appliedscientist","64012a2623351894f2917605",30.16,30.7,"Control","Not Sure"
"appliedscientist","641081a1261eb10752b72497",40.08,41.02,"Control","Male"
"appliedscientist","6411493f08fd400dc0d5eacc",27.75,37,"Control","Female"
"appliedscientist","643f1d3c24bc4a2d8e44a0ff",50.4,45.17,"Control","Not Sure"
"appliedscientist","644d9f390f2b8274af07c00e",42.49,55.9,"Control","Female"
"appliedscientist","64509bfcd8d8b7e61f801e95",35.52,40.62,"Control","Male"
"appliedscientist","64611527e772cd2f9932aeab",37.57,21.18,"Control","Male"
"appliedscientist","647009d9e9fbe62797bf48a8",55.09,59.38,"Control","Male"
"appliedscientist","6474a86474b12fd778ae530f",40.21,40.48,"Control","Not Sure"
"appliedscientist","64a2be5c2053c3002cf8bbfc",40.48,40.08,"Control","Not Sure"
"appliedscientist","64dd3e11a1123030a614608a",40.08,40.35,"Control","Male"
"appliedscientist","650072ae8de93bfe76ee318d",45.71,45.58,"Control","Male"
"appliedscientist","6504633485468cf602abc99f",34.45,28.95,"Control","Male"
"appliedscientist","6520290b73bfb2e99d29a826",26.54,31.64,"Control","Male"
"appliedscientist","65218b754dddc1ca107dd9c2",30.16,30.43,"Control","Male"
"appliedscientist","652bfb72d177004179b96ff4",34.85,32.98,"Control","Not Sure"
"appliedscientist","652d345727df655454e3310c",43.43,42.9,"Control","Male"
"appliedscientist","652d7b1e3b3bbcbeecac8e1b",35.79,45.44,"Control","Not Sure"
"appliedscientist","653d4d16b6d4d4f047567e34",34.99,27.35,"Control","Not Sure"
"appliedscientist","654918baca0c382f1b8d2dff",35.12,34.72,"Control","Not Sure"
"appliedscientist","6559147a65618b0217721344",35.25,30.29,"Control","Male"
"appliedscientist","655bb55ae732f18ce1953efe",39.95,35.12,"Control","Male"
"appliedscientist","655f914dd623b0eda52483c8",38.87,32.84,"Control","Not Sure"
"appliedscientist","6563a272b93a2dea956efacf",40.88,41.29,"Control","Female"
"appliedscientist","657228e3073464323075c94b",39.41,34.18,"Control","Male"
"appliedscientist","65739f9da197f5e0e2a6966b",50.13,32.84,"Control","Not Sure"
"artstudent","55595b70fdf99b387ae30d2b",20.51,21.58,"Control","Female"
"artstudent","55ddb84550a1f7000b90d65a",22.12,19.97,"Control","Female"
"artstudent","57210674951c9b0011d3eaaa",18.9,21.31,"Control","Not Sure"
"artstudent","5843241166ef8c00018955fd",25.34,25.07,"Control","Not Sure"
"artstudent","5907f9e49ae6ed000160dc4b",19.17,20.11,"Control","Not Sure"
"artstudent","593444cd7f60d200011e5798",21.58,21.58,"Control","Female"
"artstudent","594936ad4152bf0001bfd5cd",19.3,21.31,"Control","Not Sure"
"artstudent","5b0d1b8e444cef0001ca66ac",17.16,14.21,"Control","Not Sure"
"artstudent","5b629b95c0c16e0001d7cdbd",19.3,16.89,"Control","Not Sure"
"artstudent","5b6515e83662a8000158b2aa",22.52,22.79,"Control","Female"
"artstudent","5bd7971b0aac450001f951aa",30.7,32.17,"Control","Female"
"artstudent","5bde6c564842880001308324",20.24,25.34,"Control","Not Sure"
"artstudent","5c2db72a8a20f50001e9e9a5",22.11,21.51,"Control","Female"
"artstudent","5c35ad4bdb7cf60001204af9",20.91,20.91,"Control","Female"
"artstudent","5c634094e30ff200016baccb",18.9,20.51,"Control","Female"
"artstudent","5c65b61fad596e000179ece5",23.32,26.27,"Control","Female"
"artstudent","5cb62e9293342300017a72a1",83.38,21.58,"Control","Female"
"artstudent","5cb67a7ab73e8a001507fae5",23.32,23.32,"Control","Female"
"artstudent","5cb788bf7f88600001242d9d",23.73,26.01,"Control","Not Sure"
"artstudent","5cbb78d664170f00011d7c4f",17.56,18.9,"Control","Not Sure"
"artstudent","5d364d763b2ced001947f6e7",19.03,18.5,"Control","Female"
"artstudent","5d8a1d20d1afcb0019d7390b",20.64,21.58,"Control","Not Sure"
"artstudent","5de8bc74553cee8280a7dd84",21.45,23.19,"Control","Not Sure"
"artstudent","5e27da821160079f92322edc",20.38,22.39,"Control","Not Sure"
"artstudent","5eb81d360943fe74d6aba62b",20.11,22.12,"Control","Not Sure"
"artstudent","5ec359a0e7928519b8cf64af",20.51,20.24,"Control","Female"
"artstudent","5eebc46343ee1b16159a1c8e",21.05,24.66,"Control","Not Sure"
"artstudent","5f1dea279f4818757f07f087",20.11,19.71,"Control","Male"
"artstudent","5f456942485340144549178e",20.11,22.12,"Control","Male"
"artstudent","5f46d1cd3a1ae90a1c8b199b",15.28,15.01,"Control","Not Sure"
"artstudent","5f7654f879a4420e6d20971b",22.12,24.4,"Control","Female"
"artstudent","5fe0d610dd8cf1a331961cbe",20.38,19.03,"Control","Female"
"artstudent","5fe146b36a3657bd99f9c179",19.03,30.29,"Control","Not Sure"
"artstudent","604075b84fd86b284480eaa9",19.44,20.38,"Control","Not Sure"
"artstudent","607c9f94cc974d4ea1dc22c8",20.38,19.57,"Control","Not Sure"
"artstudent","60870dd7e185006f4bc26266",20.24,21.05,"Control","Female"
"artstudent","608bfa04767191aa4d57bfd8",21.45,28.15,"Control","Not Sure"
"artstudent","60b9af795939f976cb74232a",20.11,18.1,"Control","Female"
"artstudent","60bd28cc95ab27d4f4f6ada3",21.18,19.57,"Control","Male"
"artstudent","60da00bc6e404d9b0a9f576f",20.64,22.39,"Control","Not Sure"
"artstudent","60efa510e3cdfbbf4d7c355b",20.51,22.52,"Control","Not Sure"
"artstudent","60fb383e30537b88f361934e",19.3,20.38,"Control","Not Sure"
"artstudent","60fdf93794d8890660b5a35d",19.44,19.3,"Control","Female"
"artstudent","6100c5d60d01f51b556dbb1d",39.54,32.84,"Control","Female"
"artstudent","611158600361b86e45f99bd5",19.03,19.84,"Control","Female"
"artstudent","6111719b3ea1170261de1965",20.64,21.72,"Control","Not Sure"
"artstudent","612b86da38f96808af7bb1da",21.98,20.24,"Control","Female"
"artstudent","626976d0dfd20d6832fc92aa",20.24,20.11,"Control","Not Sure"
"artstudent","627abdafed7edf12faf2e852",19.86,20.04,"Control","Female"
"artstudent","628f572a2d1304a34b9e1a37",18.63,19.3,"Control","Female"
"artstudent","6295446d54e178eeb22d82bb",20.11,20.24,"Control","Not Sure"
"artstudent","62bdfe451d380bec13a4a864",21.71,19.97,"Control","Female"
"artstudent","62cccdcadf4fdbc4424844d5",21.58,20.24,"Control","Female"
"artstudent","62ce6179fe6f8ec7e399cea0",21.18,21.05,"Control","Female"
"artstudent","62f269f2a7751126ffb96a4c",22.92,23.73,"Control","Female"
"artstudent","62fb59166b94e6240417f7c7",19.22,20.88,"Control","Female"
"artstudent","63034df51d918e1e3b97e5ce",20.24,21.18,"Control","Female"
"artstudent","631fc3e54c3c0515402fdd17",21.72,22.92,"Control","Not Sure"
"artstudent","631ff899c56260cb62016bca",20.38,19.03,"Control","Female"
"artstudent","633c95452b85b5d479a1487b",20.91,19.71,"Control","Female"
"artstudent","63469e0a9552017beb3cfb82",19.84,20.24,"Control","Not Sure"
"artstudent","637ce608b8f8f923bf784d84",19.84,17.56,"Control","Female"
"artstudent","63a61fb6d5fc263974567550",18.1,19.97,"Control","Not Sure"
"artstudent","63ae2788c3e5ec6d1cfcad16",20.46,22.39,"Control","Male"
"artstudent","63bc74f63269af3a7bfcec7c",20.24,22.52,"Control","Female"
"artstudent","63c0edcf55f30af721c6df32",22.81,20.09,"Control","Not Sure"
"artstudent","63c437337eef664e06fdf1f7",24.53,25.34,"Control","Not Sure"
"artstudent","63cac85f8519383ef0422593",21.18,21.58,"Control","Female"
"artstudent","63d1401242635aaffe867c4c",20.11,19.97,"Control","Female"
"artstudent","63d79678fb8c1b9072646c0a",19.03,20.91,"Control","Female"
"artstudent","63d79c3ca0d0c4b632fdc42f",20.51,20.51,"Control","Not Sure"
"artstudent","63e52ae1972fba93f88c63d2",22.25,20.64,"Control","Not Sure"
"artstudent","63e5517cd738b83025348a43",20.08,20.36,"Control","Not Sure"
"artstudent","63ea5b93d1c6d38e1f57dcfa",19.3,21.05,"Control","Female"
"artstudent","63f77fef0855adb7fa65873d",19.17,18.5,"Control","Female"
"artstudent","63f78bb7206ef665475132f8",23.06,25.74,"Control","Female"
"artstudent","63f8aeb6c9098e0ef3bf3553",20.11,20.51,"Control","Female"
"artstudent","63f93660b863689518fb98d8",20.24,20.15,"Control","Not Sure"
"artstudent","63fd0a7da4c0df409be0a784",20.24,20.11,"Control","Not Sure"
"artstudent","63ffa069a21e70a5bc237eec",4.16,17.29,"Control","Female"
"artstudent","64014527b3cff9215591758d",18.36,21.31,"Control","Female"
"artstudent","640bed28c8c14b550213facb",19.03,20.51,"Control","Not Sure"
"artstudent","64135efbd2ef675b8e179a21",21.05,21.58,"Control","Female"
"artstudent","6413ed6a23881edc2e190e15",20.24,20.91,"Control","Male"
"artstudent","642b00a2650a286366bd62fb",24.4,22.92,"Control","Not Sure"
"artstudent","6455616c0fe23ecca70ce1b9",19.44,25.2,"Control","Not Sure"
"artstudent","647009d9e9fbe62797bf48a8",17.16,18.36,"Control","Female"
"artstudent","6504633485468cf602abc99f",18.63,23.32,"Control","Male"
"artstudent","6509ab7c00e2f74c635600c5",21.45,22.65,"Control","Female"
"artstudent","6520290b73bfb2e99d29a826",19.44,19.57,"Control","Not Sure"
"artstudent","652950b013714696ce377604",19.3,18.9,"Control","Female"
"artstudent","652d7b1e3b3bbcbeecac8e1b",20.24,35.52,"Control","Not Sure"
"artstudent","6547f36b7bb2387e73c654da",21.45,23.86,"Control","Not Sure"
"artstudent","654cf2890d1e300ca4a19756",34.99,35.25,"Control","Male"
"artstudent","654e403258f352910d29059e",19.17,18.9,"Control","Female"
"artstudent","6559147a65618b0217721344",20.11,20.11,"Control","Female"
"artstudent","655bb55ae732f18ce1953efe",20.11,20.11,"Control","Female"
"artstudent","655f8d2df493e4fdde1d36d7",19.71,22.25,"Control","Female"
"artstudent","655ffefb7419ddfad7b18637",11.8,20.24,"Control","Not Sure"
"artstudent","6563a272b93a2dea956efacf",25.47,23.46,"Control","Male"
"artstudent","6564ab624c2c1157da4342c1",19.97,26.27,"Control","Not Sure"
"artstudent","656cc280a90fb5fecc2b3031",18.23,16.62,"Control","Male"
"artstudent","65739f9da197f5e0e2a6966b",13.54,19.44,"Control","Not Sure"
"artstudent","658061e6650a66809bcf8d0b",86.86,18.9,"Control","Female"
"artstudent","6596bb82275fae873fcc9d20",22.25,22.52,"Control","Not Sure"
"artteacher","5588ee6ffdf99b304dd48297",33.11,29.76,"Control","Female"
"artteacher","594936ad4152bf0001bfd5cd",34.72,31.77,"Control","Not Sure"
"artteacher","5a9a6f5f35237b000112920f",25.74,30.56,"Control","Not Sure"
"artteacher","5b0d1b8e444cef0001ca66ac",27.48,30.16,"Control","Not Sure"
"artteacher","5b75b2ebc5e14d00013669fc",25.87,29.49,"Control","Not Sure"
"artteacher","5bcf9a4765502300013b74a6",50.67,40.35,"Control","Female"
"artteacher","5bde6c564842880001308324",42.23,35.79,"Control","Not Sure"
"artteacher","5c35ad4bdb7cf60001204af9",27.08,31.37,"Control","Female"
"artteacher","5c804f4092ad770015846011",35.79,34.45,"Control","Not Sure"
"artteacher","5cb62e9293342300017a72a1",81.64,26.94,"Control","Female"
"artteacher","5cb67a7ab73e8a001507fae5",42.23,32.31,"Control","Female"
"artteacher","5d1ba5653788ac0019ced548",43.7,43.83,"Control","Not Sure"
"artteacher","5d1beb9c9e033e0017a725dc",30.16,25.87,"Control","Not Sure"
"artteacher","5d423e1ef1006e00016a95e1",40.88,40.08,"Control","Female"
"artteacher","5d8a1d20d1afcb0019d7390b",32.71,31.37,"Control","Not Sure"
"artteacher","5dd43df7e0b21b434418ae6c",37.8,26.14,"Control","Female"
"artteacher","5ddcd77f23f9f1c2c45d6c18",39.81,35.12,"Control","Female"
"artteacher","5de8bc74553cee8280a7dd84",34.18,27.21,"Control","Female"
"artteacher","5df80710e297d55a34ee39f0",40.88,35.92,"Control","Female"
"artteacher","5e27da821160079f92322edc",31.9,24.4,"Control","Female"
"artteacher","5e6387b1b7d70b10675e3a26",30.03,30.03,"Control","Female"
"artteacher","5e8b32ec2c33ae7f20a0b401",26.27,30.29,"Control","Female"
"artteacher","5ea120ed66031912aea618ae",42.9,40.21,"Control","Female"
"artteacher","5ec359a0e7928519b8cf64af",38.87,41.15,"Control","Female"
"artteacher","5ecc6fb87c7c7646490f3cf8",43.97,39.28,"Control","Not Sure"
"artteacher","5eeab6216c7dc71dd2dae2ef",35.25,33.11,"Control","Female"
"artteacher","5f1dea279f4818757f07f087",34.99,35.12,"Control","Female"
"artteacher","5f46d1cd3a1ae90a1c8b199b",40.48,30.03,"Control","Female"
"artteacher","5f7654f879a4420e6d20971b",37,31.9,"Control","Female"
"artteacher","5fc3442312bc5917b8341963",33.65,34.72,"Control","Female"
"artteacher","5fe146b36a3657bd99f9c179",40.48,35.52,"Control","Female"
"artteacher","5fee0c90eb52700cd9752702",33.11,30.03,"Control","Female"
"artteacher","600b1e5b4b8e65070c5121aa",23.46,23.32,"Control","Female"
"artteacher","6025b3681ff1521a3369dffe",47.32,46.25,"Control","Female"
"artteacher","607c9f94cc974d4ea1dc22c8",30.03,45.04,"Control","Female"
"artteacher","6099dc9048ab61c670e01aa5",40.35,26.14,"Control","Female"
"artteacher","60a48adfe091e410f4eaba34",45.71,46.51,"Control","Female"
"artteacher","60d3aa9722bb0097de874bc6",28.28,28.95,"Control","Female"
"artteacher","60dfd72817ea2f37bba6b24a",31.77,29.09,"Control","Not Sure"
"artteacher","60efa510e3cdfbbf4d7c355b",34.18,33.78,"Control","Not Sure"
"artteacher","60f8adb9a315f316c3aee425",30.16,35.25,"Control","Female"
"artteacher","60fb383e30537b88f361934e",28.02,28.15,"Control","Female"
"artteacher","60fccfd7f6641e2f828fddc3",33.38,28.55,"Control","Female"
"artteacher","60fcee3336ac6ea26b64e61e",28.31,21.38,"Control","Female"
"artteacher","61030c1832cdefc11c8988f6",23.73,24.4,"Control","Female"
"artteacher","610854e85d21fbbba75598ae",46.78,41.15,"Control","Female"
"artteacher","6108d6efa698e3dbe3b313d3",35.25,31.77,"Control","Not Sure"
"artteacher","612248fb92438996e393d126",27.09,28.17,"Control","Female"
"artteacher","612b86da38f96808af7bb1da",29.36,30.97,"Control","Female"
"artteacher","6143af8721d1445864c4f6c8",32.04,31.23,"Control","Not Sure"
